DNI,Nombre,Asignatura,Nota,horas_estudio,Edad,Sexo,Ciudad,Correo,Telefono
6184,Aránzazu Solera,Fisica,5,3.8916149683599786,25.0,Femenino,Badajoz,eromero@example.com,+34673 00 13 14
9895,Ana Tomé,Matematicas,6,5.0,23.0,Masculino,Burgos,epuga@example.com,+34 924 055 809
7352,Luz Ródenas,Programacion,5,4.2277357323440805,25.0,Masculino,Huelva,granadosjuanito@example.com,+34971615760
5296,Roque Bayona,Matematicas,9,3.2510844646522736,24.0,Masculino,Navarra,infanteguillermo@example.com,+34882936075
1757,José Mari Pardo,Matematicas,5,4.878734569538127,20.0,Femenino,Huelva,eusebiobartolome@example.org,+34 879 675 484
3115,Flora Montes,Matematicas,3,2.0778392245568944,18.0,Masculino,Salamanca,aguilafito@example.com,+34 873 907 863
1832,Benita Zurita,Programacion,5,3.6857906120477204,19.0,Masculino,Valencia,cuestadan@example.net,+34974 469 713
6475,Rosenda Arregui,Matematicas,7,3.508214540867709,19.0,Masculino,Granada,costaeli@example.com,+34948 68 91 08
8464,Angelita Cuervo,Matematicas,9,2.86958816806685,20.0,Masculino,Segovia,,+34842 54 84 13
8175,Heliodoro Martínez,Fisica,6,1.7736172892157496,18.0,Femenino,Pontevedra,alejandra34@example.org,+34842812507
4359,Leire Carbajo,Matematicas,7,3.9863826213817704,20.0,Femenino,Ceuta,gabino62@example.net,+34980 94 06 92
3448,Hortensia Roda,Programacion,7,3.4337796770169744,20.0,Masculino,Lugo,ricoamor@example.net,+34 928 739 012
6240,Ainara Pons,Fisica,5,3.0,21.0,Femenino,Teruel,ambrosiofiguerola@example.org,+34943 352 838
8032,Severo Dueñas,Matematicas,7,8.256675656002832,20.0,Femenino,Málaga,nborja@example.net,+34 824 506 203
3550,Fabián Pozuelo,Matematicas,7,6.682446054453186,24.0,Femenino,,leandroquero@example.org,
2557,Daniel Quevedo,Matematicas,6,8.246284201233234,20.0,Femenino,Almería,marciaesparza@example.org,+34 623 26 57 94
2756,Diana Puig,Matematicas,7,5.0,24.0,Masculino,Toledo,,+34824 83 11 04
6035,Juan Bautista Arrieta,Matematicas,6,3.0,24.0,Masculino,Málaga,adelardo74@example.com,+34923 65 47 54
4600,Rosalía Pinedo,Programacion,6,3.0,25.0,Masculino,Burgos,leandrocarbonell@example.com,+34849964867
4879,Juan José Sastre,Programacion,6,3.4582588472932487,21.0,Masculino,Zaragoza,kguillen@example.net,+34925 204 374
4413,Merche Sarabia,Matematicas,6,0.6720631436030542,23.0,Femenino,Girona,vpages@example.org,+34 827663794
7609,Sandalio Marqués,Matematicas,5,8.565598173700193,25.0,Masculino,Ceuta,revillapaola@example.net,+34924 09 95 77
8631,Pilar Aranda,Fisica,6,3.5371195237990523,22.0,Femenino,Ourense,vivianacarvajal@example.com,+34985 460 456
2927,Sarita Pintor,Programacion,2,4.702850625297932,20.0,Masculino,Badajoz,jordi46@example.org,
5364,Carolina Gutierrez,Matematicas,7,5.0,23.0,Masculino,Asturias,peinadojose-mari@example.net,+34856056163
3260,Clímaco Valderrama,Fisica,7,5.0,22.0,Masculino,Las Palmas,jcabo@example.net,+34981 477 072
8582,Ileana Casanova,Programacion,9,8.818982362851706,18.0,Femenino,Málaga,djordan@example.com,+34988 222 415
8060,Edu Ortega,Fisica,5,1.4834858612626425,21.0,Femenino,,hhuertas@example.com,+34985 22 84 07
4240,Julie Sanchez,Fisica,10,5.0,25.0,Masculino,Castellón,ecanton@example.net,+34 975 736 371
7692,Epifanio Tejera,Matematicas,5,4.294852869553348,19.0,Femenino,Jaén,eugenio96@example.net,+34 977 92 08 67
8131,Glauco Salom,Fisica,4,3.9762403608565466,18.0,Masculino,La Rioja,llinares@example.com,+34902 420 697
5991,Amarilis Coloma,Programacion,6,3.0,23.0,Femenino,,vizcainobibiana@example.org,+34 973 575 665
7110,Amor Vizcaíno,Fisica,5,2.2592994674770432,21.0,Femenino,Las Palmas,ernestomendez@example.org,+34 977044990
2571,Ainara Perelló,Matematicas,6,6.28545484451876,20.0,Masculino,Málaga,izquierdolucila@example.com,+34 985 87 01 51
3306,Belen Ordóñez,Fisica,5,6.55864093429287,20.0,Masculino,La Coruña,bernadpaca@example.com,+34879 449 769
7295,Petrona Casanova,Programacion,9,7.7845066123853375,22.0,Masculino,Cádiz,pereagraciano@example.net,+34985951679
2287,Ovidio Otero,Matematicas,3,2.5935829845892773,22.0,Masculino,Las Palmas,sdiez@example.net,+34 979 342 828
9107,Mohamed Pombo,Fisica,2,6.160180099211266,,Masculino,Guadalajara,vbarba@example.org,+34686 83 20 96
6909,Emma Sanchez,Programacion,2,5.0,21.0,Femenino,,rebeca16@example.net,+34 942 551 273
3690,Jafet Cobo,Matematicas,9,0.0575694467253004,18.0,Masculino,Cáceres,macarena02@example.org,+34946 383 271
6822,Dafne Iriarte,Matematicas,10,5.0,21.0,Masculino,Zamora,rubioalejandro@example.org,+34 878033887
9399,Toño Colomer,Fisica,8,3.5755115342187316,24.0,Femenino,La Coruña,garrigaperla@example.org,+34 988307163
6815,Toni Aguado,Matematicas,6,3.195876258441884,21.0,Femenino,Navarra,perla48@example.net,+34965 70 59 64
7665,Arturo Arenas,Fisica,3,7.804871134251308,18.0,Masculino,Valencia,panchomartinez@example.com,+34947109570
3016,Alejo Martín,Matematicas,7,8.87660805783444,25.0,Masculino,La Coruña,ygarate@example.com,+34 988 18 46 79
3558,Susanita Ripoll,Fisica,5,5.0,22.0,Femenino,Palencia,gil36@example.com,+34 901187012
1849,Alfonso Roselló,Fisica,6,3.144164828700787,22.0,Masculino,Granada,desideriorivas@example.org,+34901392213
3293,Duilio Gimeno,Programacion,5,3.0,18.0,Masculino,Zaragoza,calixto71@example.org,+34 814 95 73 72
9394,Maximino Benavent,Fisica,7,4.757037405912371,19.0,Masculino,Jaén,marcianobarba@example.org,+34900 292 206
